schedule,fill_model,date,pnl_cents,trades,month,cum_pnl_cents
3m_train_1m_test,mid_dynamic_cost,2025-10-13,-38.54067962646484,1,2025-10,-164.48578323364262
3m_train_1m_test,mid_dynamic_cost,2025-10-14,97.4897999572754,1,2025-10,-66.99598327636721
3m_train_1m_test,mid_dynamic_cost,2025-10-15,-9.487769470214843,1,2025-10,-76.48375274658206
3m_train_1m_test,mid_dynamic_cost,2025-10-16,-13.502279510498047,1,2025-10,-89.9860322570801
3m_train_1m_test,mid_dynamic_cost,2025-10-17,-14.923600006103516,1,2025-10,-104.90963226318362
3m_train_1m_test,mid_dynamic_cost,2025-10-20,-6.432291564941407,1,2025-10,-111.34192382812503
3m_train_1m_test,mid_dynamic_cost,2025-10-21,-82.42772369384765,1,2025-10,-193.76964752197267
3m_train_1m_test,mid_dynamic_cost,2025-10-22,-2.495,1,2025-10,-196.26464752197268
3m_train_1m_test,mid_dynamic_cost,2025-10-24,68.87259674072266,1,2025-10,-127.39205078125002
3m_train_1m_test,mid_dynamic_cost,2025-11-03,-15.096400146484374,1,2025-11,-142.4884509277344
3m_train_1m_test,mid_dynamic_cost,2025-11-05,20.92486114501953,1,2025-11,-121.56358978271487
3m_train_1m_test,mid_dynamic_cost,2025-11-06,35.45472534179687,1,2025-11,-86.10886444091798
3m_train_1m_test,mid_dynamic_cost,2025-11-07,-1.5623492431640624,1,2025-11,-87.67121368408205
3m_train_1m_test,mid_dynamic_cost,2025-11-10,-17.554752655029297,1,2025-11,-105.22596633911135
3m_train_1m_test,mid_dynamic_cost,2025-11-13,46.500367889404295,1,2025-11,-58.72559844970706
3m_train_1m_test,mid_dynamic_cost,2025-11-14,-25.554954223632812,1,2025-11,-84.28055267333987
3m_train_1m_test,mid_dynamic_cost,2025-11-17,-2.059093170166016,1,2025-11,-86.33964584350589
3m_train_1m_test,mid_dynamic_cost,2025-11-18,-22.559094848632814,1,2025-11,-108.8987406921387
3m_train_1m_test,mid_dynamic_cost,2025-11-19,-0.5825726318359377,1,2025-11,-109.48131332397463
3m_train_1m_test,mid_dynamic_cost,2025-11-21,25.501277923583984,1,2025-11,-83.98003540039065
3m_train_1m_test,mid_dynamic_cost,2025-11-24,-34.00066268920899,1,2025-11,-117.98069808959964
3m_train_1m_test,mid_dynamic_cost,2025-11-25,31.48841522216797,1,2025-11,-86.49228286743167
3m_train_1m_test,mid_dynamic_cost,2026-01-09,-54.4992643737793,1,2026-01,-140.99154724121098
6m_train_1m_test,actual_bid_ask,2025-07-01,-65.00015258789062,1,2025-07,-65.00015258789062
6m_train_1m_test,actual_bid_ask,2025-07-02,88.00048828125,1,2025-07,23.000335693359375
6m_train_1m_test,actual_bid_ask,2025-07-03,-29.000091552734375,1,2025-07,-5.999755859375
6m_train_1m_test,actual_bid_ask,2025-07-07,40.000152587890625,1,2025-07,34.000396728515625
6m_train_1m_test,actual_bid_ask,2025-07-08,9.999847412109375,1,2025-07,44.000244140625
6m_train_1m_test,actual_bid_ask,2025-07-09,21.00067138671875,1,2025-07,65.00091552734375
6m_train_1m_test,actual_bid_ask,2025-07-10,16.99981689453125,1,2025-07,82.000732421875
6m_train_1m_test,actual_bid_ask,2025-07-11,-15.999603271484375,1,2025-07,66.00112915039062
6m_train_1m_test,actual_bid_ask,2025-07-16,51.999664306640625,1,2025-07,118.00079345703125
6m_train_1m_test,actual_bid_ask,2025-07-17,-15.999603271484375,1,2025-07,102.00119018554688
6m_train_1m_test,actual_bid_ask,2025-07-18,6.999969482421875,1,2025-07,109.00115966796875
6m_train_1m_test,actual_bid_ask,2025-07-21,4.000091552734375,1,2025-07,113.00125122070312
6m_train_1m_test,actual_bid_ask,2025-07-22,15.000152587890625,1,2025-07,128.00140380859375
6m_train_1m_test,actual_bid_ask,2025-07-24,-4.000091552734375,1,2025-07,124.00131225585938
6m_train_1m_test,actual_bid_ask,2025-08-01,52.00042724609375,1,2025-08,176.00173950195312
6m_train_1m_test,actual_bid_ask,2025-08-04,121.00067138671875,1,2025-08,297.0024108886719
6m_train_1m_test,actual_bid_ask,2025-08-05,55.00030517578125,1,2025-08,352.0027160644531
6m_train_1m_test,actual_bid_ask,2025-08-06,38.00048828125,1,2025-08,390.0032043457031
6m_train_1m_test,actual_bid_ask,2025-08-07,0.0,1,2025-08,390.0032043457031
6m_train_1m_test,actual_bid_ask,2025-08-11,-84.99984741210938,1,2025-08,305.00335693359375
