label,delay_s,threshold_cents,lookback_s,hold_s,volume_window_s,volume_multiple,direction,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day
a=1s | move=72.5c/90s | hold=16200s | vol off | momentum,1,72.5,90,16200,300,0.0,momentum,4461.000000000002,4461.000000000002,62.83098591549298,4.509349831729473,19.805195518425986,-169.00000000000136,0.22535211267605634,0.323943661971831,71,23,0.6956521739130435,193.95652173913052,11.398601398601363,9,14,0.323943661971831
a=3s | move=80c/75s | hold=14400s | vol off | momentum,3,80.0,75,14400,300,0.0,momentum,4458.000000000005,4458.000000000005,62.788732394366264,5.553933829799246,12.814577692884436,-191.9999999999991,0.2676056338028169,0.29577464788732394,71,21,0.9047619047619048,212.2857142857145,24.21875000000003,8,13,0.29577464788732394
a=3s | move=80c/45s | hold=16200s | vol off | momentum,3,80.0,45,16200,300,0.0,momentum,4452.000000000002,4452.000000000002,62.7042253521127,4.573543340060621,28.30931025153752,-120.99999999999955,0.22535211267605634,0.2676056338028169,71,19,0.8421052631578947,234.3157894736843,23.25999999999994,8,11,0.2676056338028169
a=7s | move=77.5c/75s | hold=18000s | vol off | momentum,7,77.5,75,18000,300,0.0,momentum,4451.999999999995,4451.999999999995,62.70422535211261,5.3340113896127495,21.963975674815632,-147.9999999999991,0.2112676056338028,0.29577464788732394,71,21,0.7142857142857143,211.99999999999983,16.676056338028125,8,13,0.29577464788732394
a=5s | move=75c/75s | hold=18000s | vol off | momentum,5,75.0,75,18000,300,0.0,momentum,4450.999999999999,4450.999999999999,62.69014084507041,5.328264043615507,21.901357638680533,-149.0000000000009,0.22535211267605634,0.29577464788732394,71,21,0.7619047619047619,211.95238095238096,16.953405017920982,8,13,0.29577464788732394
a=10s | move=75c/75s | hold=18000s | vol off | momentum,10,75.0,75,18000,300,0.0,momentum,4438.999999999997,4438.999999999997,62.52112676056334,5.392900717033179,21.866152632019773,-153.00000000000045,0.22535211267605634,0.29577464788732394,71,21,0.7619047619047619,211.38095238095224,16.630281690140777,8,13,0.29577464788732394
a=1s | move=77.5c/45s | hold=16200s | vol off | momentum,1,77.5,45,16200,300,0.0,momentum,4435.000000000002,4435.000000000002,62.46478873239439,4.59869751511008,20.737947551722446,-147.0,0.23943661971830985,0.28169014084507044,71,20,0.85,221.75000000000009,20.282608695652158,8,12,0.28169014084507044
a=5s | move=80c/75s | hold=14400s | vol off | momentum,5,80.0,75,14400,300,0.0,momentum,4432.000000000004,4432.000000000004,62.42253521126766,5.512301181483902,14.013824398463568,-192.0,0.2676056338028169,0.29577464788732394,71,21,0.9047619047619048,211.04761904761926,24.08333333333319,8,13,0.29577464788732394
a=10s | move=77.5c/75s | hold=18000s | vol off | momentum,10,77.5,75,18000,300,0.0,momentum,4427.999999999999,4427.999999999999,62.36619718309858,5.33668362745719,21.048333145005813,-153.0,0.2112676056338028,0.29577464788732394,71,21,0.7142857142857143,210.8571428571428,16.702127659574494,8,13,0.29577464788732394
a=1s | move=80c/75s | hold=14400s | vol off | momentum,1,80.0,75,14400,300,0.0,momentum,4424.000000000007,4424.000000000007,62.30985915492968,5.486186673703694,11.37278755004308,-204.99999999999864,0.2676056338028169,0.29577464788732394,71,21,0.9047619047619048,210.66666666666703,22.580487804878135,8,13,0.29577464788732394
