date,robust_percent_all,robust_percent_strict,robust_percent_continuation,robust_percent_reversal
2026-01-20,37.47559999999986,37.47559999999986,18.462800000000087,37.47559999999986
2026-01-21,108.47599999999923,108.47599999999923,-100.53320000000039,108.47599999999923
2026-01-22,21.46479999999949,21.46479999999949,45.4376000000004,21.46479999999949
2026-01-23,-125.55760000000039,-125.55760000000039,-80.54920000000082,-125.55760000000039
2026-01-24,0.0,0.0,0.0,0.0
2026-01-26,18.402399999999375,18.402399999999375,-20.59480000000068,18.402399999999375
2026-01-27,-66.58480000000006,-66.58480000000006,-77.5564,-66.58480000000006
2026-01-28,59.37000000000045,59.37000000000045,-45.64239999999926,59.37000000000045
2026-01-29,-36.71159999999892,-36.71159999999892,39.28760000000017,-36.71159999999892
2026-01-30,9.272800000000455,9.272800000000455,-6.7231999999992045,9.272800000000455
2026-01-31,0.0,0.0,0.0,0.0
2026-02-02,68.4004000000008,,-2.6228,68.4004000000008
2026-02-03,0.0,,-47.61480000000029,0.0
2026-02-04,0.0,,10.324000000000966,0.0
2026-02-05,0.0,,50.304800000000114,0.0
2026-02-06,0.0,,-57.701999999999714,0.0
2026-02-07,0.0,,0.0,0.0
2026-02-09,0.0,,13.31999999999966,0.0
2026-02-10,0.0,,7.263999999999431,0.0
2026-02-11,0.0,,91.24199999999978,0.0
2026-02-12,0.0,,61.25160000000006,0.0
2026-02-13,0.0,,-24.680799999999888,0.0
2026-02-14,0.0,,0.0,0.0
2026-02-16,0.0,,-86.67080000000034,0.0
2026-02-17,-65.67999999999955,,-128.70519999999908,-65.67999999999955
2026-02-18,0.0,,-188.68039999999993,0.0
2026-02-19,0.0,,103.19160000000022,0.0
2026-02-20,0.0,,52.13919999999972,0.0
2026-02-21,0.0,,0.0,0.0
2026-02-23,0.0,,86.17400000000006,0.0
2026-02-24,0.0,,-53.85160000000051,0.0
2026-02-25,0.0,,-56.85160000000062,0.0
2026-02-26,0.0,,-14.823200000000455,0.0
2026-02-27,0.0,,119.15160000000131,0.0
2026-03-02,94.8108000000004,,31.927200000000852,94.8108000000004
2026-03-03,-222.27559999999977,,60.81279999999864,-222.27559999999977
2026-03-04,235.62480000000005,,45.71279999999949,235.62480000000005
2026-03-05,124.70320000000011,,14.63879999999926,124.70320000000011
2026-03-06,-469.45919999999967,,31.599200000000852,-469.45919999999967
2026-03-07,0.0,,0.0,0.0
2026-03-09,1185.3964000000005,,-138.57760000000033,1185.3964000000005
2026-03-10,373.2391999999996,,86.27000000000056,373.2391999999996
2026-03-11,-28.5732,,130.4903999999989,-28.5732
2026-03-12,-194.94799999999967,,-87.04479999999982,-194.94799999999967
2026-03-13,262.0483999999997,,-42.01439999999955,262.0483999999997
2026-03-14,0.0,,0.0,0.0
2026-03-16,434.74960000000004,,-62.15879999999983,434.74960000000004
2026-03-17,109.81240000000005,,-3.1531999999994884,109.81240000000005
2026-03-18,-261.2391999999993,,0.9547999999997163,-261.2391999999993
2026-03-19,332.387999999999,,-61.46320000000074,332.387999999999
2026-03-20,91.6704000000008,,-0.2816000000007959,91.6704000000008
2026-03-21,0.0,,0.0,0.0
2026-03-23,91.94079999999937,,-205.4732000000005,91.94079999999937
2026-03-24,151.95720000000023,,-7.118000000000114,151.95720000000023
2026-03-25,0.0,,-55.9967999999996,0.0
2026-03-26,0.0,,43.8168000000004,0.0
