params,delay_s,rarity_percentile,move_window_s,hold_s,signal_mode,bad_hour_rule,trend_filter,vol_filter,time_bucket,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,rare_stability_score,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=60s | move>99th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,60,99.0,3600,3600,reversal,exit_by_midnight,any,any,any,2.5214351746550667,161.40159999999887,2.1237052631578797,1.9944620910435076,1.3074016839503726,-79.58960000000103,0.19736842105263158,0.3026315789473684,76,23,0.6521739130434783,7.017460869565168,1.8303662012408846,7,16,0.3026315789473684,2,3,0.6666666666666666,125.60679999999792,0.7782252468376943,59.265600000000454,0.3671933859391782,102.1359999999984,15,3,0.2,4.021435174655067,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,120,97.5,1800,7200,reversal,exit_by_midnight,any,any,any,1.505189084816559,168.51199999999722,2.2172631578947004,1.2683847836392113,1.4641957760890254,-187.12200000000246,0.3026315789473684,0.5921052631578947,76,45,0.5111111111111111,3.7447111111110494,1.3107559258871222,24,21,0.5921052631578947,2,3,0.6666666666666666,166.26359999999875,0.9866573300417864,79.47600000000003,0.47163406760350207,89.03599999999719,80,6,0.075,4.017689084816559,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>99th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,60,99.0,3600,14400,continuation,exit_by_midnight,any,any,any,1.6655015322566165,157.40160000000037,2.071073684210531,1.7066838839033596,1.5492535354576844,-87.60800000000043,0.17105263157894737,0.3026315789473684,76,23,0.5652173913043478,6.843547826086974,1.633897633419185,16,7,0.3026315789473684,1,3,0.3333333333333333,199.60680000000096,1.2681370456208862,69.41039999999988,0.4409764576726013,87.99120000000049,23,5,0.21739130434782608,3.9915884887783557,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>95th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,60,95.0,3600,21600,continuation,exit_by_midnight,any,any,any,1.2149273512348069,198.15079999999918,2.6072473684210418,0.9025110161647565,1.0708964520627424,-346.70999999999975,0.2894736842105263,0.5526315789473685,76,42,0.5238095238095238,4.717876190476171,1.205458975768068,20,22,0.5526315789473685,3,3,1.0,145.98080000000067,0.7367156731136149,131.27880000000033,0.6625196567462804,66.87199999999885,15,5,0.3333333333333333,3.714927351234807,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>95th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,120,95.0,3600,14400,continuation,exit_by_midnight,any,any,any,0.9873605547577871,99.2884000000011,1.3064263157894882,0.61452484804481,0.7748831535873312,-170.71039999999923,0.3815789473684211,0.6842105263157895,76,52,0.5576923076923077,1.909392307692329,1.1215714796475607,23,29,0.6842105263157895,3,3,1.0,65.19560000000035,0.6566285688962621,78.41520000000023,0.7897720176777887,20.873200000000878,35,6,0.17142857142857143,3.6445034119006445,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>95th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,95.0,1800,21600,reversal,exit_by_midnight,any,any,any,0.9031392152147107,193.32600000000295,2.5437631578947757,0.8715156036777062,1.3550434172318528,-231.64279999999826,0.32894736842105265,0.631578947368421,76,48,0.5208333333333334,4.027625000000062,1.1990066856430186,23,25,0.631578947368421,2,3,0.6666666666666666,161.1488000000021,0.8335598936511366,148.6175999999998,0.7687408832748701,44.70840000000314,35,6,0.17142857142857143,3.5602820723575683,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>99th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,300,99.0,3600,21600,continuation,exit_by_midnight,any,any,any,1.0002911591523942,183.58959999999928,2.4156526315789377,1.2244499550371346,0.6569329668479521,-205.91600000000054,0.15789473684210525,0.25,76,19,0.631578947368421,9.662610526315751,1.5076825908100857,13,6,0.25,1,3,0.3333333333333333,244.2252000000004,1.3302779678151777,94.27039999999988,0.5134844239542994,89.3191999999994,15,5,0.3333333333333333,3.500291159152394,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>95th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,60,95.0,3600,14400,continuation,exit_by_midnight,any,any,any,1.1404019782055188,109.27959999999982,1.437889473684208,0.676176124873701,0.8520148132851174,-163.70999999999992,0.3684210526315789,0.6842105263157895,76,52,0.5384615384615384,2.1015307692307656,1.13571329220192,23,29,0.6842105263157895,3,3,1.0,56.20159999999716,0.5142917799845282,78.41680000000022,0.7175794933363624,30.862799999999595,23,5,0.21739130434782608,3.4664889347272583,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,0.7118938887992137,205.45199999999767,2.7033157894736535,0.9976405346727181,1.4650512213323994,-261.71360000000095,0.27631578947368424,0.4605263157894737,76,35,0.6,5.870057142857075,1.2676467998117775,16,19,0.4605263157894737,1,3,0.3333333333333333,213.15800000000038,1.037507544341271,144.61719999999988,0.7038977474057275,60.834799999997784,53,6,0.11320754716981132,3.281705209553931,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>97.5th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,300,97.5,3600,14400,continuation,exit_by_midnight,any,any,any,-0.2958805893462919,58.04720000000147,0.7637789473684403,0.4875261561159936,0.5555218440212796,-114.82879999999959,0.3157894736842105,0.5526315789473685,76,42,0.5714285714285714,1.3820761904762258,1.1094711336815462,24,18,0.5526315789473685,1,3,0.3333333333333333,100.60520000000092,1.7331619785277907,60.59080000000026,1.0438195123967862,-2.54359999999879,35,8,0.22857142857142856,3.246976553510851,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>99th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,120,99.0,3600,3600,reversal,exit_by_midnight,any,any,any,1.361332799382264,111.39839999999815,1.4657684210526072,1.4175246473197758,0.9673255571553643,-71.59239999999977,0.19736842105263158,0.3026315789473684,76,23,0.6521739130434783,4.843408695652093,1.524708768320309,7,16,0.3026315789473684,1,3,0.3333333333333333,120.61360000000107,1.0827229116396921,60.26679999999955,0.5410023842353261,51.1315999999986,23,4,0.17391304347826086,3.222202364599655,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>95th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,120,95.0,3600,21600,continuation,exit_by_midnight,any,any,any,0.4044091918690069,155.1579999999957,2.0415526315788908,0.7048351732299719,0.8416948475828838,-353.71039999999977,0.2894736842105263,0.5526315789473685,76,42,0.5238095238095238,3.694238095237991,1.1572915657139649,20,22,0.5526315789473685,2,3,0.6666666666666666,154.9787999999996,0.9988450482733982,140.27879999999925,0.9041029144485179,14.879199999996445,23,6,0.2608695652173913,3.1957135396950944,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>95th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,95.0,1800,21600,reversal,exit_by_midnight,any,any,any,1.3045380051131494,226.33280000000346,2.9780631578947823,1.0297798190169065,1.6710763075009543,-217.64279999999962,0.34210526315789475,0.631578947368421,76,48,0.5416666666666666,4.715266666666739,1.2362578012231453,23,25,0.631578947368421,2,3,0.6666666666666666,161.15120000000067,0.7120099252074742,137.61959999999985,0.608040902600055,88.71320000000361,23,4,0.17391304347826086,3.1654075703305407,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>95th percentile of recent 900s moves | hold=7200s | continuation | exit_by_midnight,300,95.0,900,7200,continuation,exit_by_midnight,any,any,any,2.0543026171652192,189.03959999999563,2.4873631578946793,1.6188689929265099,2.390915448738432,-153.7616000000003,0.4473684210526316,0.8289473684210527,76,63,0.5396825396825397,3.000628571428501,1.3282999915250226,27,36,0.8289473684210527,2,3,0.6666666666666666,152.8299999999988,0.8084549480638042,77.42960000000042,0.4095946034587579,111.60999999999521,35,2,0.05714285714285714,2.940016902879505,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>95th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,95.0,1800,21600,reversal,exit_by_midnight,any,any,any,0.790383648175355,185.32320000000516,2.438463157894805,0.8215594349642414,1.243359393999584,-250.6436000000001,0.35526315789473684,0.631578947368421,76,48,0.5625,3.860900000000109,1.1876651104462856,23,25,0.631578947368421,2,3,0.6666666666666666,155.14400000000046,0.837153686100802,150.6180000000001,0.8127314874769911,34.70520000000505,23,4,0.17391304347826086,2.651253213392746,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>97.5th percentile of recent 3600s moves | hold=14400s | continuation | exit_by_midnight,60,97.5,3600,14400,continuation,exit_by_midnight,any,any,any,-1.8363503138340107,41.062399999999194,0.5402947368420946,0.3253841895949768,0.38665334896252235,-142.44280000000185,0.3157894736842105,0.5526315789473685,76,42,0.5714285714285714,0.9776761904761697,1.0740963694540107,24,18,0.5526315789473685,1,3,0.3333333333333333,140.61120000000005,3.4243298004988216,78.59800000000023,1.9141112063591454,-37.53560000000103,35,10,0.2857142857142857,2.5922211147374177,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>99th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,60,99.0,3600,21600,continuation,exit_by_midnight,any,any,any,0.06616024167097687,114.58439999999814,1.5076894736841862,0.7829631892108038,0.4198930056515409,-210.92320000000024,0.14473684210526316,0.25,76,19,0.5789473684210527,6.030757894736745,1.302009984027654,13,6,0.25,1,3,0.3333333333333333,201.21159999999975,1.7560121622140799,91.46439999999977,0.7982273328655668,23.11999999999837,15,5,0.3333333333333333,2.566160241670977,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,300,97.5,1800,7200,reversal,exit_by_midnight,any,any,any,1.1747611018925603,154.4955999999957,2.0328368421052065,1.1275305436206335,1.2829777032342005,-206.12840000000224,0.2894736842105263,0.5921052631578947,76,45,0.4888888888888889,3.4332355555554597,1.2799354662426154,24,21,0.5921052631578947,2,3,0.6666666666666666,191.25439999999733,1.2379278115363974,78.61759999999951,0.5088662719197291,75.87799999999619,53,3,0.05660377358490566,2.459666762269919,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>95th percentile of recent 900s moves | hold=7200s | continuation | exit_by_midnight,120,95.0,900,7200,continuation,exit_by_midnight,any,any,any,1.1194170316885728,125.04759999999912,1.6453631578947252,1.0426850311921365,1.583362943122335,-148.76240000000126,0.4605263157894737,0.8289473684210527,76,63,0.5555555555555556,1.9848825396825245,1.1946643054312736,27,36,0.8289473684210527,2,3,0.6666666666666666,136.83600000000126,1.0942713014884111,75.43000000000012,0.60321029751871,49.617599999999,53,3,0.05660377358490566,2.4043226920659317,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,60,97.5,1800,7200,reversal,exit_by_midnight,any,any,any,0.22114991847869808,96.5039999999959,1.2697894736841566,0.6984334640312687,0.8136857660683475,-209.12200000000163,0.2631578947368421,0.5921052631578947,76,45,0.4444444444444444,2.1445333333332415,1.1585309439576001,24,21,0.5921052631578947,2,3,0.6666666666666666,164.2623999999977,1.7021304816381155,81.47800000000034,0.8442966094670045,15.025999999995562,53,5,0.09433962264150944,2.362659352440962,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,0.3345118260240898,175.4331999999979,2.3083315789473406,0.833545856994757,1.2280149185809066,-296.7156000000011,0.2631578947368421,0.4605263157894737,76,35,0.5714285714285714,5.012377142857084,1.2122976716538665,16,19,0.4605263157894737,1,3,0.3333333333333333,192.1612000000003,1.0953525330439313,150.61760000000012,0.8585467288973919,24.815599999997772,35,4,0.11428571428571428,2.1059403974526614,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,900,21600,reversal,exit_by_midnight,any,any,any,-1.3088606292920257,72.51920000000138,0.9542000000000181,0.3062892331487716,0.42198419408311605,-343.8996000000001,0.32894736842105265,0.5921052631578947,76,45,0.5555555555555556,1.6115377777778082,1.065957317541239,22,23,0.5921052631578947,2,3,0.6666666666666666,166.86399999999935,2.300963055301164,139.49920000000017,1.9236174695804356,-66.9799999999988,53,7,0.1320754716981132,1.6892525782551444,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,-0.5846634225460752,116.44199999999901,1.5321315789473555,0.5612918785652264,0.7901387665112967,-265.7124000000008,0.25,0.4605263157894737,76,35,0.5428571428571428,3.3269142857142566,1.1415153500925566,16,19,0.4605263157894737,1,3,0.3333333333333333,213.1612000000004,1.8306212534996154,146.6188000000002,1.2591573487229817,-30.17680000000118,35,5,0.14285714285714285,1.629622291739639,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>99th percentile of recent 900s moves | hold=7200s | reversal | exit_by_midnight,120,99.0,900,7200,reversal,exit_by_midnight,any,any,any,0.09357176827928049,43.985200000002706,0.5787526315789829,0.331343176665671,0.2869863836969073,-199.80280000000005,0.27631578947368424,0.5,76,38,0.5526315789473685,1.1575052631579659,1.083027350105974,19,19,0.5,3,3,1.0,25.18879999999981,0.572665351072594,78.61919999999952,1.7874012167727937,-34.63399999999682,53,3,0.05660377358490566,1.3784774286566392,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>95th percentile of recent 900s moves | hold=14400s | continuation | exit_by_midnight,300,95.0,900,14400,continuation,exit_by_midnight,any,any,any,-0.1777492708902224,132.03959999999924,1.7373631578947268,0.748441515366036,0.9911447955301012,-262.6275999999992,0.40789473684210525,0.8289473684210527,76,63,0.49206349206349204,2.095866666666653,1.1498821054027166,27,36,0.8289473684210527,1,3,0.3333333333333333,266.1464000000002,2.015655909287833,111.42960000000076,0.8439104632246796,20.60999999999848,35,3,0.08571428571428572,1.1508221576812063,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>95th percentile of recent 900s moves | hold=7200s | continuation | exit_by_midnight,60,95.0,900,7200,continuation,exit_by_midnight,any,any,any,0.599131250550858,95.07599999999798,1.2509999999999735,0.8054977107132727,1.2908796192230174,-143.12759999999957,0.4605263157894737,0.8289473684210527,76,63,0.5555555555555556,1.5091428571428247,1.1448821297410925,27,36,0.8289473684210527,2,3,0.6666666666666666,130.84439999999893,1.3762085068787255,74.43039999999961,0.7828516134460978,20.645599999998367,35,1,0.02857142857142857,1.041988393408001,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>95th percentile of recent 3600s moves | hold=21600s | continuation | exit_by_midnight,300,95.0,3600,21600,continuation,exit_by_midnight,any,any,any,-1.418182068700784,74.1731999999976,0.9759631578947053,0.32999923458186714,0.40832848355515494,-380.7116000000001,0.2894736842105263,0.5526315789473685,76,42,0.5238095238095238,1.766028571428515,1.0695534331488747,20,22,0.5526315789473685,1,3,0.3333333333333333,157.00039999999993,2.1166728683676177,135.27999999999955,1.8238393381976767,-61.10680000000194,15,4,0.26666666666666666,0.5818179312992161,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,900,21600,reversal,exit_by_midnight,any,any,any,-1.8114395617979921,61.51200000000359,0.8093684210526788,0.25750273498948045,0.35892102258316305,-352.90400000000045,0.32894736842105265,0.5921052631578947,76,45,0.5555555555555556,1.3669333333334108,1.0547510940071818,22,23,0.5921052631578947,2,3,0.6666666666666666,174.8656000000013,2.84278839901143,137.49999999999986,2.2353361945635295,-75.98799999999628,35,5,0.14285714285714285,0.40284615248772215,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,-0.8657479390688276,77.29679999999924,1.017063157894727,0.43122390748629513,0.52143154509221,-412.2244000000017,0.13157894736842105,0.3026315789473684,76,23,0.43478260869565216,3.3607304347825733,1.1253590639815003,7,16,0.3026315789473684,2,3,0.6666666666666666,114.21760000000074,1.4776497862783695,150.61760000000012,1.948561906831869,-73.32080000000089,23,2,0.08695652173913043,0.06468684353986806,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>97.5th percentile of recent 300s moves | hold=21600s | continuation | exit_by_midnight,120,97.5,300,21600,continuation,exit_by_midnight,any,any,any,-0.44457206304243263,155.79880000000236,2.049984210526347,0.6873188356304493,0.9332463552541415,-367.7675999999997,0.39473684210526316,0.75,76,57,0.5263157894736842,2.7333122807017958,1.1332632854596842,26,31,0.75,2,3,0.6666666666666666,425.67680000000377,2.732221300805894,131.42159999999964,0.8435340965398813,24.377200000002716,35,1,0.02857142857142857,-0.0017149201852897505,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,-1.1134170918179416,74.30079999999845,0.9776421052631374,0.4149850353365857,0.5584884326536959,-427.22720000000146,0.14473684210526316,0.3026315789473684,76,23,0.4782608695652174,3.230469565217326,1.1208397737149114,7,16,0.3026315789473684,2,3,0.6666666666666666,135.2231999999994,1.8199427193247208,150.6180000000001,2.027138334984324,-76.31720000000166,35,2,0.05714285714285714,-0.2277028061036558,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>99th percentile of recent 300s moves | hold=21600s | reversal | exit_by_midnight,120,99.0,300,21600,reversal,exit_by_midnight,any,any,any,-0.41744452477392013,114.60200000000536,1.5079210526316495,0.5124057646659749,0.704727881658674,-333.44239999999843,0.2894736842105263,0.5657894736842105,76,43,0.5116279069767442,2.6651627906977993,1.117167834984769,23,20,0.5657894736842105,2,3,0.6666666666666666,198.87800000000036,1.7353798363029533,146.6184000000002,1.2793703425768603,-32.016399999994846,23,0,0.0,-0.41744452477392013,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>99th percentile of recent 300s moves | hold=21600s | reversal | exit_by_midnight,60,99.0,300,21600,reversal,exit_by_midnight,any,any,any,-0.520817122497234,103.620000000004,1.3634210526316315,0.4715487133645049,0.6787346336391024,-323.43160000000034,0.3026315789473684,0.5657894736842105,76,43,0.5348837209302325,2.4097674418605592,1.106541583297178,23,20,0.5657894736842105,2,3,0.6666666666666666,198.88080000000033,1.919328314997034,130.61800000000054,1.2605481567264571,-26.997999999996537,15,0,0.0,-0.520817122497234,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>97.5th percentile of recent 1800s moves | hold=3600s | reversal | exit_by_midnight,300,97.5,1800,3600,reversal,exit_by_midnight,any,any,any,-1.9700402143435327,31.49559999999956,0.4144157894736784,0.269069811128002,0.28386215510270735,-192.12840000000148,0.2631578947368421,0.5921052631578947,76,45,0.4444444444444444,0.6999022222222118,1.0631205719242127,24,21,0.5921052631578947,2,3,0.6666666666666666,114.90880000000016,3.6484080315981204,70.53159999999968,2.239411219344946,-39.03600000000013,35,3,0.08571428571428572,-0.641468785772104,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,300,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,-3.7584603384230855,28.568000000002293,0.3758947368421354,0.13263078574345186,0.2676338948096609,-230.36599999999905,0.3157894736842105,0.7631578947368421,76,58,0.41379310344827586,0.4925517241379703,1.0251608930249876,31,27,0.7631578947368421,1,3,0.3333333333333333,94.04599999999854,3.2920050406045576,143.41320000000007,5.020064407728527,-114.84519999999779,35,7,0.2,-0.6584603384230852,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>99th percentile of recent 300s moves | hold=21600s | reversal | exit_by_midnight,300,99.0,300,21600,reversal,exit_by_midnight,any,any,any,-0.8032542618221401,89.593599999999,1.1788631578947237,0.3928340596008433,0.5534430951582794,-307.8920000000006,0.2894736842105263,0.5657894736842105,76,43,0.5116279069767442,2.083572093023231,1.0876568396590978,23,20,0.5657894736842105,2,3,0.6666666666666666,170.88360000000026,1.9073192728052246,143.6168000000001,1.6029805700407362,-54.0232000000011,15,0,0.0,-0.8032542618221401,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>97.5th percentile of recent 300s moves | hold=14400s | continuation | exit_by_midnight,300,97.5,300,14400,continuation,exit_by_midnight,any,any,any,-2.608464349496372,90.10080000000254,1.1855368421052965,0.4783891650525575,0.627600106260367,-435.0879999999979,0.4473684210526316,0.8289473684210527,76,63,0.5396825396825397,1.4301714285714677,1.0916110260872554,27,36,0.8289473684210527,1,3,0.3333333333333333,462.18479999999886,5.1296414682221005,131.42159999999964,1.458606360875774,-41.32079999999711,35,4,0.11428571428571428,-0.8370357780678004,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=60s | move>97.5th percentile of recent 300s moves | hold=21600s | continuation | exit_by_midnight,60,97.5,300,21600,continuation,exit_by_midnight,any,any,any,-1.8329025350260915,98.80800000000232,1.3001052631579253,0.4286612791427396,0.5833950684458602,-399.7607999999981,0.3815789473684211,0.75,76,57,0.5087719298245614,1.7334736842105676,1.0808194626300789,26,31,0.75,2,3,0.6666666666666666,417.6808000000011,4.227196178447001,130.42200000000054,1.3199538498906715,-31.613999999998214,23,1,0.043478260869565216,-1.3676851437217434,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>97.5th percentile of recent 300s moves | hold=14400s | continuation | exit_by_midnight,120,97.5,300,14400,continuation,exit_by_midnight,any,any,any,-3.938545697818385,62.08200000000241,0.8168684210526633,0.32831210446874765,0.4910611858634948,-457.0095999999982,0.4605263157894737,0.8289473684210527,76,63,0.5555555555555556,0.9854285714286102,1.0599346609668803,27,36,0.8289473684210527,1,3,0.3333333333333333,413.17600000000215,6.655326825810801,132.42159999999944,2.133011178763479,-70.33959999999703,53,5,0.09433962264150944,-1.7970362638561206,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>95th percentile of recent 300s moves | hold=21600s | continuation | exit_by_midnight,120,95.0,300,21600,continuation,exit_by_midnight,any,any,any,-2.8010684569659685,74.94799999999917,0.9861578947368311,0.35306679002130364,0.5850780259642316,-330.70919999999944,0.39473684210526316,0.8289473684210527,76,63,0.47619047619047616,1.1896507936507805,1.0640685896703788,33,30,0.8289473684210527,1,3,0.3333333333333333,373.15239999999807,4.978817313337276,139.41560000000018,1.860164380637265,-64.46760000000101,23,2,0.08695652173913043,-1.8706336743572727,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=300s | move>99th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,300,99.0,3600,3600,reversal,exit_by_midnight,any,any,any,-3.596164696528016,9.41400000000067,0.12386842105264038,0.13480740068854624,0.10411608632341215,-89.6160000000012,0.17105263157894737,0.3026315789473684,76,23,0.5652173913043478,0.4093043478261167,1.038676375611943,7,16,0.3026315789473684,1,3,0.3333333333333333,36.6267999999993,3.890673465051699,44.27039999999989,4.702613129381426,-34.85639999999922,15,3,0.2,-2.0961646965280156,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-11-01,2026-01-31,2026-02-01,2026-02-28
a=120s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,900,21600,reversal,exit_by_midnight,any,any,any,1.0164846480026735,242.82679999999962,3.2376906666666616,0.9288018231131699,1.405309936397806,-343.8996000000001,0.37333333333333335,0.6666666666666666,75,50,0.56,4.856535999999994,1.1953593281668038,20,30,0.6666666666666666,2,3,0.6666666666666666,182.09360000000189,0.7498908687179593,161.15120000000005,0.6636466815030314,81.67559999999958,53,21,0.39622641509433965,10.010824270644184,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-12-01,2026-02-28,2026-03-01,2026-03-26
