params,delay_s,rarity_percentile,move_window_s,hold_s,signal_mode,bad_hour_rule,trend_filter,vol_filter,time_bucket,score,total_pnl_cents,avg_daily_pnl_cents,daily_sharpe,daily_sortino,max_drawdown_cents,positive_day_rate,active_day_rate,days,trades,win_rate,avg_trade_cents,profit_factor,long_trades,short_trades,trades_per_day,profitable_months,month_count,profitable_month_rate,best_month_pnl_cents,best_month_share,top_trade_pnl_cents,top_trade_share,top_trade_removed_pnl_cents,cluster_neighbors,cluster_positive_neighbors,cluster_positive_rate,rare_stability_score,run_key,run_label,objective,train_start,train_end,test_start,test_end
a=120s | move>95th percentile of recent 900s moves | hold=21600s | continuation | exit_by_midnight,120,95.0,900,21600,continuation,exit_by_midnight,any,any,any,2.6218872567068927,275.5667999999969,5.403270588235233,1.9028243950721904,3.7899538678579003,-239.12720000000036,0.43137254901960786,0.803921568627451,51,41,0.5365853658536586,6.721141463414557,1.3946627604285946,18,23,0.803921568627451,2,2,1.0,218.6427999999966,0.7934293971552419,110.43000000000026,0.40073767957533896,165.1367999999966,35,16,0.45714285714285713,9.707601542421179,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 300s moves | hold=21600s | continuation | exit_by_midnight,120,95.0,300,21600,continuation,exit_by_midnight,any,any,any,1.9255860149378938,291.0339999999975,5.706549019607794,1.8461073581101808,3.943592166830177,-193.1600000000017,0.4117647058823529,0.8235294117647058,51,42,0.5,6.9293809523808925,1.419708113408895,21,21,0.8235294117647058,1,2,0.5,373.15239999999807,1.2821608471862438,139.41560000000018,0.47903543915831615,151.6183999999973,23,16,0.6956521739130435,9.369064275807458,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>99th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,60,99.0,3600,21600,reversal,exit_by_midnight,any,any,any,3.3322954667403173,246.4300000000033,4.83196078431379,2.5835013009325745,2.7141177231668414,-140.59600000000054,0.19607843137254902,0.3137254901960784,51,16,0.625,15.401875000000203,2.1398748510572223,11,5,0.3137254901960784,2,2,1.0,185.05720000000167,0.7509524002759371,112.43400000000057,0.45625126810858685,133.99600000000274,15,12,0.8,9.33229546674032,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 300s moves | hold=21600s | continuation | exit_by_midnight,120,97.5,300,21600,continuation,exit_by_midnight,any,any,any,2.168801845850756,314.56560000000263,6.167952941176522,2.098367373088054,4.414516227973607,-260.34919999999875,0.39215686274509803,0.803921568627451,51,41,0.4878048780487805,7.672331707317137,1.462166927208833,21,20,0.803921568627451,1,2,0.5,425.67680000000377,1.3532210769391193,131.42159999999964,0.41778757753549195,183.144000000003,35,16,0.45714285714285713,9.254516131565042,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 300s moves | hold=14400s | continuation | exit_by_midnight,120,97.5,300,14400,continuation,exit_by_midnight,any,any,any,1.3744130411399653,235.0648000000002,4.6091137254902,1.7945237897294637,4.028581175737626,-314.8712000000019,0.47058823529411764,0.8235294117647058,51,42,0.5714285714285714,5.596780952380956,1.3482581816630215,21,21,0.8235294117647058,1,2,0.5,413.17600000000215,1.7577110652041557,132.42159999999944,0.5633408319748399,102.64320000000075,53,18,0.33962264150943394,9.083847003404117,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,60,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,2.300940424681135,235.66359999999878,4.620854901960761,1.755837455120799,2.775423264148819,-182.775200000001,0.43137254901960786,0.7647058823529411,51,39,0.5641025641025641,6.0426564102563765,1.3997973730426037,24,15,0.7647058823529411,2,2,1.0,173.967999999999,0.738204797007259,145.4135999999997,0.6170388638720635,90.24999999999909,35,15,0.42857142857142855,8.943797567538278,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>97.5th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,60,97.5,900,14400,reversal,exit_by_midnight,any,any,any,2.286798479860334,219.71880000000235,4.308211764705928,1.6244733060778371,2.054633623343538,-211.07199999999983,0.49019607843137253,0.803921568627451,51,41,0.6097560975609756,5.358995121951275,1.342422039806702,22,19,0.803921568627451,2,2,1.0,170.05920000000197,0.7739856580319943,94.49999999999989,0.43009519440302274,125.21880000000246,53,15,0.2830188679245283,8.711326781747125,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>97.5th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,300,97.5,3600,7200,reversal,exit_by_midnight,any,any,any,1.0418250368814312,105.66199999999903,2.071803921568608,1.2452367050535238,1.5949776916665794,-100.12359999999944,0.37254901960784315,0.6274509803921569,51,32,0.59375,3.301937499999969,1.2675472313462344,20,12,0.6274509803921569,1,2,0.5,170.19399999999865,1.6107399064942953,53.362799999998806,0.5050330298498921,52.29920000000022,35,17,0.4857142857142857,8.57039646545286,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 900s moves | hold=14400s | continuation | exit_by_midnight,120,95.0,900,14400,continuation,exit_by_midnight,any,any,any,0.8588976873042555,143.07119999999645,2.8053176470587537,1.0742228146288577,2.126090526489484,-205.97279999999967,0.43137254901960786,0.8235294117647058,51,42,0.5238095238095238,3.406457142857058,1.1968671051545192,18,24,0.8235294117647058,1,2,0.5,154.1471999999983,1.077415999865816,110.43000000000026,0.7718534547833736,32.64119999999619,53,18,0.33962264150943394,8.568331649568407,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>97.5th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,60,97.5,3600,7200,reversal,exit_by_midnight,any,any,any,0.5271583645571777,70.66320000000033,1.385552941176477,0.9197176570749106,1.0341140490599232,-175.15920000000273,0.39215686274509803,0.6274509803921569,51,32,0.625,2.2082250000000094,1.1977163757481841,20,12,0.6274509803921569,1,2,0.5,111.18519999999832,1.5734526599417773,46.4972000000002,0.6580115250936835,24.166000000000132,35,18,0.5142857142857142,8.498586935985749,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,0.06488514116453731,87.31759999999954,1.7121098039215596,0.735269387280329,0.8081497339086803,-187.6628000000004,0.3137254901960784,0.5294117647058824,51,27,0.5925925925925926,3.233985185185168,1.1631870415611332,18,9,0.5294117647058824,1,2,0.5,149.29919999999845,1.7098408568261063,84.44440000000046,0.9670948354054726,2.8731999999990876,35,19,0.5428571428571428,8.479170855450253,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,900,21600,reversal,exit_by_midnight,any,any,any,2.638996134949415,300.46640000000536,5.891498039215792,2.0640616541321046,2.483943980685202,-273.45919999999865,0.43137254901960786,0.6666666666666666,51,34,0.6470588235294118,8.837247058823687,1.5029234754442176,18,16,0.6666666666666666,2,2,1.0,284.67880000000264,0.9474563545208301,137.49999999999986,0.4576218838445743,162.9664000000055,35,13,0.37142857142857144,8.396138992092272,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,95.0,1800,21600,reversal,exit_by_midnight,any,any,any,0.3173741722970024,117.32639999999537,2.300517647058733,0.7774215083250923,0.7946339040770364,-260.494000000001,0.43137254901960786,0.7058823529411765,51,36,0.6111111111111112,3.2590666666665395,1.1708042560724408,21,15,0.7058823529411765,1,2,0.5,127.35680000000097,1.0854914154018702,118.41359999999938,1.0092664566542913,-1.0872000000040032,35,18,0.5142857142857142,8.288802743725574,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>97.5th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,60,97.5,3600,21600,reversal,exit_by_midnight,any,any,any,0.7503917565642779,92.76280000000074,1.8188784313725634,0.8245737641707589,1.0742428014619587,-187.69639999999958,0.27450980392156865,0.5490196078431373,51,28,0.5,3.31295714285717,1.1942230641930127,18,10,0.5490196078431373,2,2,1.0,83.73719999999962,0.9027023763836253,114.43159999999946,1.2335936388293427,-21.668799999998726,23,16,0.6956521739130435,8.193870017433843,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>97.5th percentile of recent 3600s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,3600,21600,reversal,exit_by_midnight,any,any,any,1.145518575245495,153.76760000000004,3.0150509803921577,1.3283531606286338,1.6810962332620554,-206.704,0.27450980392156865,0.5490196078431373,51,28,0.5,5.491699999999999,1.3233006320198113,18,10,0.5490196078431373,1,2,0.5,155.7504000000009,1.012894784076755,119.43239999999989,0.7767071866895228,34.33520000000016,23,15,0.6521739130434783,8.123779444810712,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,120,97.5,3600,3600,reversal,exit_by_midnight,any,any,any,1.0122141917286096,73.6695999999983,1.4445019607842804,1.084087477929716,1.3850329461514133,-182.59280000000103,0.39215686274509803,0.6274509803921569,51,32,0.625,2.302174999999947,1.232820726750975,20,12,0.6274509803921569,1,2,0.5,74.18999999999858,1.0070639721133317,43.59680000000009,0.5917882002888721,30.07279999999821,35,16,0.45714285714285713,8.097928477442895,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>97.5th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,300,97.5,900,14400,reversal,exit_by_midnight,any,any,any,1.9989955154659678,197.73080000000107,3.8770745098039425,1.453319413586838,1.7857138655243086,-219.0847999999968,0.47058823529411764,0.803921568627451,51,41,0.5853658536585366,4.822702439024415,1.3013628562980666,22,19,0.803921568627451,2,2,1.0,144.08159999999998,0.728675552822318,108.49999999999994,0.5487258434194336,89.23080000000112,53,14,0.2641509433962264,7.995221930560308,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,60,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,1.9214047446504838,118.88000000000258,2.3309803921569134,1.7997155957944841,1.57892248006564,-65.55000000000025,0.21568627450980393,0.3333333333333333,51,17,0.6470588235294118,6.992941176470743,1.6253353392318022,12,5,0.3333333333333333,1,2,0.5,119.0572000000013,1.0014905787348478,64.41840000000089,0.5418775235531585,54.461600000001695,23,13,0.5652173913043478,7.969230831607005,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>95th percentile of recent 900s moves | hold=14400s | continuation | exit_by_midnight,300,95.0,900,14400,continuation,exit_by_midnight,any,any,any,2.6002240347355032,270.0795999999982,5.295678431372514,1.9566303714190707,3.762654359593691,-199.69760000000014,0.43137254901960786,0.8235294117647058,51,42,0.5238095238095238,6.430466666666622,1.4050916107154972,18,24,0.8235294117647058,2,2,1.0,266.1464000000002,0.9854368860143526,111.42960000000076,0.4125805873527712,158.64999999999745,35,12,0.34285714285714286,7.914509749021218,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>95th percentile of recent 300s moves | hold=14400s | continuation | exit_by_midnight,120,95.0,300,14400,continuation,exit_by_midnight,any,any,any,-0.05801403067014599,114.03399999999938,2.2359607843137135,0.9430436376042287,1.5988877346535284,-235.52079999999864,0.43137254901960786,0.8235294117647058,51,42,0.5238095238095238,2.7150952380952225,1.1682259810993956,21,21,0.8235294117647058,1,2,0.5,274.1523999999979,2.4041285932265763,100.48160000000011,0.8811547433221728,13.552399999999267,35,18,0.5142857142857142,7.913414540758425,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>95th percentile of recent 900s moves | hold=21600s | continuation | exit_by_midnight,300,95.0,900,21600,continuation,exit_by_midnight,any,any,any,2.558378395302482,286.57799999999827,5.619176470588202,1.9285232592180706,3.6805576238998228,-256.112000000002,0.4117647058823529,0.803921568627451,51,41,0.5121951219512195,6.989707317073127,1.402108862284114,18,23,0.803921568627451,2,2,1.0,268.6447999999988,0.9374229703606013,118.42719999999937,0.4132459574705668,168.1507999999989,23,11,0.4782608695652174,7.675769699650308,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=60s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,60,95.0,1800,7200,reversal,exit_by_midnight,any,any,any,2.3016995917693572,152.6635999999975,2.9934039215685786,1.576098933980079,2.150355804649504,-127.77519999999916,0.39215686274509803,0.7647058823529411,51,39,0.5128205128205128,3.9144512820512167,1.335087529840208,24,15,0.7647058823529411,2,2,1.0,80.6956000000002,0.528584416979565,71.45759999999949,0.4680722844214381,81.20599999999801,35,12,0.34285714285714286,7.615985306055072,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>99th percentile of recent 3600s moves | hold=3600s | reversal | exit_by_midnight,120,99.0,3600,3600,reversal,exit_by_midnight,any,any,any,2.2747764188159127,115.88319999999888,2.272219607843115,2.12397131030115,2.0694871704670312,-102.00000000000134,0.21568627450980393,0.3333333333333333,51,17,0.6470588235294118,6.816658823529349,1.7519531554166425,12,5,0.3333333333333333,1,2,0.5,118.07120000000151,1.018881080260147,50.599600000000116,0.4366431027103204,65.28359999999876,23,11,0.4782608695652174,7.392167723163739,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>95th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,300,95.0,1800,7200,reversal,exit_by_midnight,any,any,any,2.374190963174087,170.6891999999953,3.3468470588234376,1.6819554201656397,2.4541091062335147,-115.64160000000052,0.37254901960784315,0.7647058823529411,51,39,0.48717948717948717,4.376646153846033,1.3608248381575885,24,15,0.7647058823529411,2,2,1.0,126.98559999999554,0.7439580242920996,78.41320000000023,0.4593916896909845,92.27599999999508,35,11,0.3142857142857143,7.245619534602659,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,300,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,1.1851478936766662,99.88639999999927,1.9585568627450838,1.4033574072488824,1.5493388228649911,-69.48919999999904,0.19607843137254902,0.3333333333333333,51,17,0.5882352941176471,5.875670588235249,1.4238494675488145,12,5,0.3333333333333333,1,2,0.5,145.07119999999756,1.452361883099187,67.41840000000029,0.6749507440452432,32.46799999999898,23,13,0.5652173913043478,7.232973980633188,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=300s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,900,21600,reversal,exit_by_midnight,any,any,any,1.874634392052693,262.47959999999944,5.146658823529401,1.8559641007081444,2.191944333235326,-288.4691999999986,0.43137254901960786,0.6666666666666666,51,34,0.6470588235294118,7.719988235294101,1.4445566790305329,18,16,0.6666666666666666,1,2,0.5,278.69799999999816,1.0617891828545867,137.49999999999986,0.5238502344563164,124.97959999999958,35,12,0.34285714285714286,7.188920106338408,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-11-30,2025-12-01,2025-12-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,120,97.5,1800,14400,reversal,exit_by_midnight,any,any,any,0.21491908149594563,132.393599999998,1.7193974025973766,0.8233309762485999,0.942367674991604,-274.9360000000027,0.3116883116883117,0.5844155844155844,77,45,0.5333333333333333,2.9420799999999554,1.195250868200467,29,16,0.5844155844155844,2,3,0.6666666666666666,258.35280000000125,1.9513994634182101,103.44520000000094,0.7813459260870805,28.948399999997065,80,42,0.525,17.802419081495948,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,120,99.0,1800,14400,reversal,exit_by_midnight,any,any,any,2.4669567132486248,210.38040000000024,2.73221298701299,1.6546519098726458,1.5401334628293126,-112.53720000000014,0.2077922077922078,0.36363636363636365,77,28,0.5714285714285714,7.513585714285723,1.5306691796765015,19,9,0.36363636363636365,3,3,1.0,149.60120000000086,0.7110985624136121,83.48159999999994,0.39681263083443064,126.89880000000029,53,35,0.660377358490566,17.457522750984474,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,120,97.5,900,14400,reversal,exit_by_midnight,any,any,any,3.500370573611983,439.89800000000486,5.712961038961102,2.30665097361197,2.8383270364149356,-227.07799999999668,0.42857142857142855,0.7532467532467533,77,58,0.5689655172413793,7.5844482758621545,1.5525540447793198,31,27,0.7532467532467533,3,3,1.0,246.18000000000026,0.5596297323470385,104.49920000000003,0.23755325098090666,335.3988000000048,80,33,0.4125,17.319120573611983,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,120,97.5,1800,7200,reversal,exit_by_midnight,any,any,any,1.6100800722906665,148.94319999999558,1.9343272727272154,1.3892432399884462,1.5584198367851947,-187.12200000000252,0.3116883116883117,0.5974025974025974,77,46,0.5217391304347826,3.2378956521738176,1.3436238315794762,30,16,0.5974025974025974,2,3,0.6666666666666666,146.69479999999714,0.9849043125164593,69.5308000000006,0.4668276228790751,79.41239999999499,80,37,0.4625,17.10383007229067,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,3.052769317589989,366.4939999999982,4.759662337662315,2.2654697170726608,2.3296438330294205,-181.57599999999962,0.2597402597402597,0.4025974025974026,77,31,0.6451612903225806,11.822387096774136,1.7373305821968965,19,12,0.4025974025974026,2,3,0.6666666666666666,213.15800000000038,0.5816138872669169,130.52200000000053,0.3561367989653341,235.97199999999768,53,31,0.5849056603773585,16.33012780815603,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,120,97.5,3600,14400,reversal,exit_by_midnight,any,any,any,1.2583458550903435,176.63799999999875,2.2939999999999836,1.309921608991553,1.3988585542517173,-119.54000000000018,0.2857142857142857,0.5584415584415584,77,43,0.5116279069767442,4.107860465116249,1.3378086861265803,26,17,0.5584415584415584,1,3,0.3333333333333333,204.19000000000042,1.1559800269477793,89.49560000000017,0.5066610808546338,87.14239999999859,53,35,0.660377358490566,16.248911892826193,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,120,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,4.669811307134894,448.467599999998,5.82425454545452,3.3103349071348975,2.667261387042003,-112.53720000000014,0.19480519480519481,0.2597402597402597,77,20,0.75,22.423379999999902,2.681576093722091,13,7,0.2597402597402597,3,3,1.0,259.63839999999846,0.5789457253991138,87.46079999999986,0.19502144636535673,361.0067999999982,35,25,0.7142857142857143,15.741239878563464,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 3600s moves | hold=14400s | reversal | exit_by_midnight,120,99.0,3600,14400,reversal,exit_by_midnight,any,any,any,2.7920622232494314,255.85599999999846,3.322805194805175,2.4988116755913796,1.7046282462611697,-80.52440000000011,0.16883116883116883,0.24675324675324675,77,19,0.6842105263157895,13.466105263157814,2.1365760566333236,12,7,0.24675324675324675,1,3,0.3333333333333333,285.07120000000026,1.1141861046838923,65.42199999999926,0.2556985179163266,190.4339999999992,35,28,0.8,15.192062223249433,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 900s moves | hold=21600s | reversal | exit_by_midnight,120,97.5,900,21600,reversal,exit_by_midnight,any,any,any,3.448561731752851,475.33200000000323,6.173142857142899,2.322439247261158,2.8741240017172327,-283.46439999999666,0.36363636363636365,0.5584415584415584,77,43,0.6511627906976745,11.054232558139608,1.6425002973712408,22,21,0.5584415584415584,3,3,1.0,296.68200000000024,0.624157431016633,139.49920000000017,0.29347740105862685,335.8328000000031,53,27,0.5094339622641509,15.012712675149077,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>95th percentile of recent 1800s moves | hold=14400s | reversal | exit_by_midnight,120,95.0,1800,14400,reversal,exit_by_midnight,any,any,any,2.914216384390218,367.71679999999964,4.775542857142852,1.9233894886260847,3.51457124996205,-187.77399999999932,0.4155844155844156,0.7662337662337663,77,59,0.5423728813559322,6.232488135593213,1.4316909867697503,34,25,0.7662337662337663,3,3,1.0,187.96959999999908,0.5111803431336269,143.41359999999938,0.39001100847173564,224.30320000000026,53,27,0.5094339622641509,14.478367327786446,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>97.5th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,120,97.5,3600,7200,reversal,exit_by_midnight,any,any,any,0.19566907362987226,85.63799999999978,1.1121818181818153,0.7768648931212238,1.0067809459425505,-170.16039999999808,0.33766233766233766,0.5584415584415584,77,43,0.6046511627906976,1.991581395348832,1.1808398225177417,26,17,0.5584415584415584,1,3,0.3333333333333333,125.1899999999998,1.4618510474322162,73.53240000000051,0.858642191550488,12.10559999999927,53,31,0.5849056603773585,13.47302756419591,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>97.5th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,300,97.5,900,14400,reversal,exit_by_midnight,any,any,any,3.556274641089657,433.9059999999997,5.635142857142854,2.3745474410896543,2.8107197186085373,-219.0847999999968,0.45454545454545453,0.7532467532467533,77,58,0.603448275862069,7.481137931034478,1.581645926631318,31,27,0.7532467532467533,3,3,1.0,236.1751999999987,0.5443003784229737,108.49999999999994,0.25005415919577056,325.4059999999998,53,22,0.41509433962264153,12.97891615052362,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=60s | move>97.5th percentile of recent 900s moves | hold=14400s | reversal | exit_by_midnight,60,97.5,900,14400,reversal,exit_by_midnight,any,any,any,3.703504028739094,451.900400000004,5.868836363636416,2.4497752287390853,3.0405282987856075,-211.07199999999983,0.45454545454545453,0.7532467532467533,77,58,0.603448275862069,7.791386206896621,1.5892132478073064,31,27,0.7532467532467533,3,3,1.0,232.18160000000162,0.5137893217177935,94.49999999999989,0.20911687619661112,357.40040000000414,53,21,0.39622641509433965,12.697843651380603,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 1800s moves | hold=7200s | reversal | exit_by_midnight,120,99.0,1800,7200,reversal,exit_by_midnight,any,any,any,-1.1268979051771637,26.380399999999188,0.34260259740258686,0.25242861739268185,0.29472987359373737,-161.68920000000122,0.19480519480519481,0.36363636363636365,77,28,0.5357142857142857,0.9421571428571134,1.0671386149600228,19,9,0.36363636363636365,2,3,0.6666666666666666,41.60119999999888,1.5769738138921383,69.5308000000006,2.635699231247545,-43.15040000000141,53,32,0.6037735849056604,12.578762472181328,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=120s | move>99th percentile of recent 3600s moves | hold=7200s | reversal | exit_by_midnight,120,99.0,3600,7200,reversal,exit_by_midnight,any,any,any,1.504874832990992,132.85600000000164,1.7254025974026188,1.5742190839454029,1.1799109104895587,-61.54840000000034,0.14285714285714285,0.24675324675324675,77,19,0.5789473684210527,6.992421052631664,1.6572552558257319,12,7,0.24675324675324675,1,3,0.3333333333333333,162.0712000000027,1.2199012464623404,67.41719999999957,0.5074456554464889,65.43880000000208,35,25,0.7142857142857143,12.576303404419564,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>97.5th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,97.5,1800,21600,reversal,exit_by_midnight,any,any,any,3.0835523609463595,358.49479999999767,4.655776623376593,2.2873376406355543,2.4203330896758213,-169.65599999999904,0.2727272727272727,0.4025974025974026,77,31,0.6774193548387096,11.564348387096699,1.7461062470706752,19,12,0.4025974025974026,2,3,0.6666666666666666,192.1612000000003,0.5360222798210784,125.52400000000011,0.3501417593783813,232.97079999999755,35,21,0.6,12.38355236094636,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
a=300s | move>99th percentile of recent 1800s moves | hold=21600s | reversal | exit_by_midnight,300,99.0,1800,21600,reversal,exit_by_midnight,any,any,any,4.367785541811303,408.471600000001,5.304825974025987,3.0697220422105436,3.0201566100666173,-106.53479999999992,0.19480519480519481,0.2597402597402597,77,20,0.75,20.423580000000054,2.4247432144720698,13,7,0.2597402597402597,3,3,1.0,257.64240000000024,0.6307474007984879,73.4855999999998,0.17990381705851674,334.9860000000012,23,17,0.7391304347826086,12.276481193985216,rare_move_percentile_wf,Rare move percentile walk-forward,rare_move_stability_score,2025-10-01,2025-12-31,2026-01-01,2026-01-31
