skip_reason,date,signal_time_utc,entry_time_utc,selected_symbol,contract_expiry_date,days_to_expiry,a,b,c,affected_parameter_count,stage
forward_filled_entry,2025-01-23,2025-01-23 07:00:15,2025-01-23 07:01:15,F:BRN\H25,2025-01-31,6.0,60,0.3,900,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:08:52,2025-01-23 07:09:52,F:BRN\H25,2025-01-31,6.0,60,0.5,900,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:40:50,2025-01-23 07:41:50,F:BRN\H25,2025-01-31,6.0,60,0.7,900,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:44:46,2025-01-23 07:45:46,F:BRN\H25,2025-01-31,6.0,60,0.9,900,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:07:03,2025-01-23 07:08:03,F:BRN\H25,2025-01-31,6.0,60,0.9,3600,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:00:15,2025-01-23 07:02:15,F:BRN\H25,2025-01-31,6.0,120,0.3,900,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:08:52,2025-01-23 07:10:52,F:BRN\H25,2025-01-31,6.0,120,0.5,900,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:03:03,2025-01-23 07:08:03,F:BRN\H25,2025-01-31,6.0,300,0.3,1800,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:00:00,2025-01-23 07:05:00,F:BRN\H25,2025-01-31,6.0,300,0.3,3600,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:00:00,2025-01-23 07:05:00,F:BRN\H25,2025-01-31,6.0,300,0.5,3600,6,1
forward_filled_entry,2025-01-23,2025-01-23 07:40:50,2025-01-23 07:45:50,F:BRN\H25,2025-01-31,6.0,300,0.7,900,6,1
